Months_As_Customer,Age,Policy_Number,Policy_Bind_Date,Policy_State,Policy_Csl,Policy_Deductable,Income,Policy_Annual_Premium,Insured_Zip,Insured_Sex,Insured_Education_Level,Insured_Occupation,Insured_Hobbies,Insured_Relationship,Incident_Date,Incident_Type,Collision_Type,Incident_Severity,Incident_State,Incident_City,Bodily_Injuries,Witnesses,Total_Claim_Amount,Injury_Claim,Vehicle_Claim,Auto_Make,Auto_Model,CAR_USE,URBANICITY,Auto_Year
255,39,143109,09-07-2001,OH,250/500,500,27585,1453.95,470389,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,07-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,0,3,29300,2930,20510,Audi,A3,Private,Rural,2010
37,31,230223,06-09-2008,IL,500/1000,500,0,1969.63,615218,FEMALE,MD,sales,skydiving,own-child,13-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Northbend,1,1,76450,6950,55600,Dodge,RAM,Private,Rural,1995
322,44,769602,19-12-2004,IL,100/300,1000,0,1156.19,606249,FEMALE,College,machine-op-inspct,cross-fit,husband,15-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbrook,0,3,49400,9880,34580,Jeep,Wrangler,Private,Rural,2010
204,38,420815,15-11-2000,IL,100/300,2000,0,1124.47,616161,FEMALE,MD,tech-support,kayaking,wife,14-02-2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbrook,0,1,90530,16460,57610,Ford,F150,Private,Rural,2003
76,31,973546,14-03-2007,OH,500/1000,500,57583,1493.5,442335,FEMALE,Associate,priv-house-serv,movies,not-in-family,31-01-2015,Vehicle Theft,Others,Minor Damage,WV,Northbrook,2,1,8030,1460,5840,Mercedes,E400,Commercial,Urban,1995
193,40,608039,28-12-2004,IL,100/300,500,0,1155.38,604952,FEMALE,PhD,handlers-cleaners,movies,not-in-family,28-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Columbus,0,0,63900,6390,51120,Accura,TL,Private,Urban,2001
405,55,250162,05-07-1999,IL,250/500,500,4478,878.19,441533,MALE,PhD,machine-op-inspct,golf,unmarried,01-03-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Northbend,0,2,38640,4830,28980,Chevrolet,Tahoe,Private,Urban,1997
435,58,786432,15-11-1997,IN,100/300,2000,23504,1145.85,471784,MALE,JD,sales,movies,not-in-family,10-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Columbus,1,1,41490,9220,27660,Mercedes,E400,Private,Urban,2004
54,35,445195,27-09-2010,IN,100/300,500,25749,1261.28,453265,FEMALE,MD,protective-serv,hiking,unmarried,25-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Springfield,2,0,79090,14380,57520,Nissan,Maxima,Private,Rural,2012
144,35,938634,30-08-1993,IL,100/300,500,50522,1427.46,444922,MALE,High School,machine-op-inspct,cross-fit,wife,30-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Springfield,0,0,87900,17580,61530,Dodge,Neon,Commercial,Rural,1995
92,32,482495,29-01-1998,IL,500/1000,500,8659,1592.41,474324,MALE,Masters,prof-specialty,yachting,husband,06-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Columbus,2,3,53400,5340,42720,Jeep,Wrangler,Private,Urban,1996
173,36,796005,18-08-2007,OH,250/500,1000,35119,1274.63,441298,MALE,College,machine-op-inspct,basketball,unmarried,08-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Springfield,2,3,52030,9460,33110,Accura,MDX,Private,Urban,1995
436,60,910604,14-04-1992,IN,250/500,500,0,1362.31,446606,MALE,High School,prof-specialty,bungie-jumping,wife,13-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Arlington,0,2,82060,14920,59680,Saab,93,Commercial,Rural,2005
155,35,327488,09-08-1993,OH,250/500,1000,9682,919.37,459537,FEMALE,Associate,protective-serv,hiking,not-in-family,18-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,0,3,48360,8060,32240,Nissan,Maxima,Commercial,Urban,1997
78,31,715202,02-04-1991,OH,250/500,1000,0,1377.23,440757,FEMALE,Masters,armed-forces,kayaking,unmarried,01-03-2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Hillsdale,2,1,52290,5810,34860,Nissan,Maxima,Commercial,Urban,1997
440,57,648852,15-03-2007,IL,100/300,1000,143195,995.55,604948,MALE,College,protective-serv,paintball,wife,02-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Arlington,0,3,68200,12400,43400,Jeep,Wrangler,Commercial,Rural,2007
264,43,516959,01-05-2010,IL,100/300,500,27462,1508.12,433275,MALE,PhD,craft-repair,basketball,wife,20-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Columbus,2,1,60750,13500,40500,Jeep,Wrangler,Private,Rural,2015
66,30,984456,24-06-2003,IN,500/1000,500,0,484.67,608309,FEMALE,College,adm-clerical,paintball,wife,24-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Arlington,0,2,65560,11920,41720,Volkswagen,Passat,Private,Rural,2015
366,50,801331,08-07-1990,IN,500/1000,1000,86539,1561.41,462767,FEMALE,High School,handlers-cleaners,basketball,husband,04-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,1,3,70290,12780,44730,Mercedes,C300,Private,Rural,2012
188,37,786103,24-09-1994,OH,100/300,500,0,1457.21,471785,FEMALE,JD,adm-clerical,hiking,own-child,17-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Columbus,2,0,45000,5000,35000,Suburu,Forrestor,Private,Rural,2003
224,39,684193,20-06-2012,IL,500/1000,1000,0,1128.71,601397,FEMALE,JD,prof-specialty,sleeping,other-relative,04-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,2,1,61800,12360,43260,Suburu,Impreza,Commercial,Urban,2007
253,46,247505,19-04-2006,IL,100/300,500,111655,1358.2,477636,FEMALE,MD,transport-moving,movies,husband,14-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,0,0,64570,5870,46960,Jeep,Wrangler,Private,Rural,2001
446,61,259792,07-04-1999,IL,100/300,1000,71791,1232.79,441967,FEMALE,High School,adm-clerical,reading,unmarried,07-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Springfield,2,0,70500,7050,49350,Suburu,Forrestor,Private,Rural,2007
169,37,185124,07-12-2001,IL,100/300,1000,3165,936.19,454776,MALE,JD,armed-forces,movies,other-relative,02-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Northbrook,2,1,57900,17370,34740,Audi,A5,Private,Urban,2005
255,46,760700,25-11-2006,IL,250/500,500,22243,1302.34,431532,FEMALE,JD,prof-specialty,video-games,own-child,12-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,1,0,57860,5260,42080,Volkswagen,Jetta,Commercial,Urban,2011
209,39,362407,06-12-1996,IN,100/300,500,21400,1264.99,614169,MALE,PhD,transport-moving,polo,husband,01-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,1,1,37800,8400,25200,Chevrolet,Silverado,Private,Urban,1995
210,37,389525,10-07-2012,OH,500/1000,500,0,1467.76,601425,FEMALE,MD,tech-support,hiking,own-child,22-02-2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbend,1,3,63300,6330,50640,Toyota,Highlander,Private,Rural,2000
174,33,179538,07-04-2014,IN,250/500,2000,26933,1124.43,477346,FEMALE,College,farming-fishing,paintball,own-child,16-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbrook,0,1,44200,8840,30940,Saab,93,Private,Rural,1995
70,28,265437,11-10-2003,IL,250/500,1000,28430,1319.81,613587,MALE,High School,machine-op-inspct,yachting,husband,28-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Arlington,1,0,31680,3520,24640,Toyota,Camry,Private,Rural,2006
89,32,266247,17-01-2015,IN,100/300,2000,21944,1482.53,620358,FEMALE,MD,tech-support,kayaking,not-in-family,23-01-2015,Parked Car,Others,Trivial Damage,WV,Northbrook,1,2,100,10,70,Audi,A3,Private,Rural,2002
458,61,921851,07-12-1992,IN,100/300,1000,0,1328.18,617699,FEMALE,High School,protective-serv,bungie-jumping,other-relative,25-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Columbus,2,1,56340,6260,43820,Volkswagen,Passat,Private,Rural,2003
239,40,488724,29-11-2004,IN,100/300,500,60050,1463.95,430567,FEMALE,JD,sales,skydiving,own-child,11-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Springfield,0,0,69740,6340,57060,Dodge,Neon,Private,Urban,2003
161,38,192524,02-01-2004,IL,100/300,2000,0,1133.85,439870,MALE,PhD,priv-house-serv,exercise,not-in-family,03-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,2,2,60480,5040,40320,Volkswagen,Jetta,Commercial,Urban,2003
446,61,338070,25-01-2006,IN,500/1000,1000,2270,1037.32,438837,FEMALE,High School,tech-support,skydiving,wife,30-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Hillsdale,2,1,80880,6740,60660,Nissan,Ultima,Private,Rural,2005
476,61,865607,18-04-1993,IN,250/500,1000,52466,1562.8,458997,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,18-01-2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,1,2,49390,8980,35920,Suburu,Legacy,Commercial,Urban,2009
70,29,963285,09-12-2006,IN,100/300,1000,13847,1425.79,604147,FEMALE,MD,armed-forces,video-games,other-relative,04-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,0,3,69360,11560,46240,Dodge,RAM,Private,Rural,2009
233,41,728491,30-08-1997,OH,500/1000,2000,85402,1615.14,606638,FEMALE,Associate,tech-support,board-games,other-relative,20-01-2015,Vehicle Theft,Others,Minor Damage,NY,Springfield,0,1,3740,680,2380,Chevrolet,Malibu,Private,Urban,2011
122,33,553436,03-06-1991,IL,250/500,500,22330,1236.5,619620,MALE,PhD,other-service,bungie-jumping,husband,12-02-2015,Parked Car,Others,Trivial Damage,NY,Hillsdale,0,1,5060,460,3680,Nissan,Ultima,Private,Urban,2003
335,48,440616,06-09-1995,IL,500/1000,2000,0,1017.97,441671,FEMALE,MD,machine-op-inspct,chess,wife,19-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Columbus,0,0,35860,3260,26080,BMW,X5,Private,Rural,2005
257,40,463237,09-02-2000,IN,100/300,2000,42667,1306,610381,MALE,Associate,machine-op-inspct,cross-fit,husband,21-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,2,1,50050,7700,38500,Ford,Fusion,Commercial,Urban,2008
85,27,753452,23-07-1996,IL,500/1000,2000,42139,1174.14,602416,MALE,College,priv-house-serv,dancing,unmarried,02-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,0,0,59070,10740,42960,Toyota,Camry,Commercial,Urban,2012
133,30,920554,21-09-2005,IN,500/1000,1000,100057,1231.01,459562,MALE,College,adm-clerical,board-games,husband,01-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Riverwood,1,2,28440,3160,22120,Dodge,Neon,Commercial,Rural,2007
119,34,594783,30-12-2011,IL,250/500,500,51554,1299.18,463271,FEMALE,College,tech-support,hiking,wife,08-01-2015,Single Vehicle Collision,Front Collision,Major Damage,OH,Springfield,2,1,45540,8280,28980,Honda,Civic,Commercial,Urban,1998
169,34,725330,21-07-1996,IN,100/300,500,54968,1469.75,458132,FEMALE,JD,sales,reading,not-in-family,16-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Arlington,0,0,38700,7740,27090,Volkswagen,Passat,Private,Urban,2012
225,39,607259,08-04-1996,OH,250/500,500,77021,1390.72,448949,MALE,Masters,tech-support,paintball,other-relative,20-02-2015,Parked Car,Others,Trivial Damage,SC,Northbrook,2,1,5830,1060,4240,Nissan,Pathfinder,Commercial,Urban,2011
84,32,979336,04-03-2001,IL,500/1000,500,0,1694.09,603732,FEMALE,Associate,prof-specialty,cross-fit,husband,30-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbend,0,2,57240,4770,42930,BMW,X6,Commercial,Urban,1995
169,39,865201,19-10-2001,OH,100/300,2000,19063,1140.15,608929,MALE,High School,armed-forces,exercise,husband,19-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,0,3,46200,4200,33600,Suburu,Legacy,Private,Rural,2015
124,32,140977,18-08-2006,IN,100/300,1000,0,1310.71,469875,FEMALE,Masters,farming-fishing,kayaking,wife,25-02-2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,0,1,57700,5770,46160,Toyota,Camry,Private,Urban,2003
320,48,787351,28-04-2013,IL,250/500,2000,22901,1730.49,443342,MALE,College,transport-moving,hiking,not-in-family,24-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,2,0,56160,4680,42120,Saab,95,Private,Urban,1995
297,47,272330,29-11-2009,IN,250/500,500,14937,1616.65,456363,MALE,MD,adm-clerical,movies,unmarried,16-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,0,3,44400,5550,33300,Jeep,Grand Cherokee,Private,Rural,1999
421,56,728025,15-02-1990,IN,100/300,500,25037,1935.85,470826,MALE,Masters,machine-op-inspct,reading,own-child,12-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,2,3,92730,16860,67440,Mercedes,E400,Private,Urban,2004
136,33,804608,12-04-2002,OH,250/500,1000,46867,855.14,458582,FEMALE,PhD,craft-repair,paintball,not-in-family,04-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbrook,0,1,30700,3070,21490,Toyota,Corolla,Private,Rural,2015
46,24,718829,21-02-1999,OH,250/500,2000,79118,1568.47,454480,FEMALE,High School,armed-forces,yachting,unmarried,02-02-2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Northbrook,2,0,56600,11320,39620,Toyota,Camry,Commercial,Rural,1999
34,24,482404,18-06-2011,IN,500/1000,2000,13812,1550.53,435632,FEMALE,MD,armed-forces,dancing,own-child,01-02-2015,Parked Car,Others,Trivial Damage,VA,Hillsdale,0,1,3960,660,2640,Audi,A3,Private,Rural,1998
95,30,331170,26-03-1995,IL,250/500,2000,52705,1370.92,442206,MALE,College,transport-moving,video-games,unmarried,14-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,0,3,34800,3480,24360,Accura,MDX,Commercial,Rural,1999
140,36,753056,03-05-1991,IN,250/500,500,92052,1363.59,468303,FEMALE,JD,armed-forces,kayaking,not-in-family,08-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Riverwood,2,0,79500,7950,63600,Chevrolet,Tahoe,Private,Urban,2000
200,34,910365,19-12-2001,IN,250/500,1000,16502,828.42,467762,FEMALE,College,prof-specialty,basketball,other-relative,22-01-2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Arlington,2,2,56000,5600,44800,Chevrolet,Malibu,Private,Rural,2009
123,29,379268,05-08-2012,IN,250/500,500,86187,1209.63,447188,FEMALE,Masters,machine-op-inspct,chess,not-in-family,14-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Arlington,1,0,73260,16280,56980,Volkswagen,Jetta,Private,Rural,2014
267,46,362843,09-08-2004,OH,250/500,2000,0,1111.17,469438,MALE,MD,craft-repair,base-jumping,unmarried,03-02-2015,Parked Car,Others,Trivial Damage,WV,Arlington,2,3,4950,900,3600,Toyota,Camry,Private,Rural,1995
290,42,135400,20-01-2014,IN,500/1000,500,53041,989.97,462519,MALE,Masters,machine-op-inspct,kayaking,own-child,20-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,0,1,48000,4800,33600,Saab,95,Commercial,Urban,2013
45,37,798579,19-12-2011,IN,250/500,1000,18196,1114.23,432534,MALE,College,prof-specialty,dancing,wife,01-01-2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,0,1,52200,10440,36540,Nissan,Pathfinder,Commercial,Urban,2005
186,38,250833,28-07-2008,IN,250/500,2000,0,1347.31,436467,FEMALE,JD,protective-serv,dancing,unmarried,02-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,2,3,73800,12300,49200,Audi,A3,Commercial,Urban,1995
135,34,824116,05-05-1998,IL,250/500,2000,0,1687.53,465674,FEMALE,JD,protective-serv,base-jumping,other-relative,23-01-2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Northbend,1,2,78200,15640,54740,Audi,A3,Private,Rural,2009
110,33,322613,16-04-1995,IN,250/500,1000,25544,1183.48,442389,MALE,Associate,other-service,bungie-jumping,husband,26-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Northbend,2,3,55200,13800,32200,Saab,93,Private,Urban,2015
259,43,871305,14-02-1992,IL,500/1000,2000,0,1537.13,471614,FEMALE,PhD,handlers-cleaners,kayaking,own-child,02-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,0,2,57060,6340,44380,Ford,Fusion,Commercial,Urban,2012
114,30,488037,11-07-2007,OH,250/500,1000,94866,1173.25,442936,FEMALE,Masters,protective-serv,dancing,husband,25-02-2015,Vehicle Theft,Others,Minor Damage,WV,Arlington,0,3,4680,520,3640,Chevrolet,Malibu,Commercial,Urban,2013
404,56,485813,07-04-2010,IN,250/500,1000,34192,1361.16,437944,FEMALE,Masters,transport-moving,cross-fit,not-in-family,15-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Hillsdale,2,0,53100,5310,42480,Accura,MDX,Commercial,Rural,2005
282,48,886473,10-03-1991,OH,500/1000,2000,28403,1422.56,473705,FEMALE,MD,prof-specialty,video-games,husband,09-02-2015,Vehicle Theft,Others,Minor Damage,WV,Springfield,1,2,3520,640,2560,Accura,MDX,Private,Rural,2013
57,25,907113,20-01-1996,IL,500/1000,2000,36351,1143.06,469363,FEMALE,Masters,tech-support,dancing,own-child,16-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,0,1,72900,14580,43740,Nissan,Maxima,Commercial,Urban,2010
215,38,833321,01-03-2010,IN,250/500,500,0,1405.71,465376,FEMALE,PhD,craft-repair,camping,unmarried,01-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Arlington,0,1,70700,7070,49490,Volkswagen,Passat,Commercial,Urban,2008
140,30,521592,15-06-2014,IL,100/300,500,22962,1354.2,438775,FEMALE,College,adm-clerical,bungie-jumping,wife,10-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Columbus,0,0,60170,5470,43760,Nissan,Pathfinder,Commercial,Urban,2006
250,42,254837,25-11-2004,IN,100/300,500,73988,1055.6,457962,MALE,High School,exec-managerial,paintball,husband,03-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Columbus,1,1,74800,13600,54400,Ford,Fusion,Private,Urban,2009
286,41,634499,26-08-2000,IL,250/500,1000,91431,999.43,477947,MALE,College,prof-specialty,paintball,wife,01-01-2015,Vehicle Theft,Others,Trivial Damage,WV,Northbend,2,0,4100,820,2870,Chevrolet,Malibu,Commercial,Rural,2009
356,47,574707,23-08-2005,IN,250/500,2000,92060,1155.97,431104,MALE,High School,prof-specialty,camping,husband,23-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Columbus,0,3,61490,5590,44720,Dodge,RAM,Private,Urban,2009
65,29,476839,09-08-1990,IL,250/500,1000,27939,1726.91,456570,MALE,High School,other-service,basketball,own-child,28-01-2015,Vehicle Theft,Others,Trivial Damage,VA,Hillsdale,0,0,7200,720,5040,Audi,A5,Private,Rural,1999
187,34,149601,28-03-2003,IN,500/1000,500,83156,1232.57,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,22-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Arlington,0,0,45100,8200,32800,Nissan,Pathfinder,Private,Urban,2011
386,53,630683,23-10-2007,OH,250/500,500,0,1078.65,615730,MALE,JD,craft-repair,camping,not-in-family,03-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Northbend,2,3,66660,12120,48480,Honda,Civic,Private,Rural,2006
197,41,500639,27-06-1996,OH,500/1000,1000,28084,1324.78,478640,FEMALE,PhD,prof-specialty,basketball,not-in-family,10-01-2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,2,2,76400,15280,53480,Volkswagen,Jetta,Private,Urban,1997
166,37,352120,11-12-1994,IN,250/500,500,14277,1518.54,470510,FEMALE,MD,craft-repair,kayaking,not-in-family,25-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,PA,Riverwood,1,1,58300,10600,37100,Ford,F150,Private,Rural,2001
293,49,569245,05-12-1995,IL,100/300,2000,67789,1239.06,439360,FEMALE,JD,transport-moving,skydiving,husband,10-01-2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,1,1,57310,5210,41680,Volkswagen,Passat,Private,Urban,2002
179,32,907012,15-12-1996,OH,500/1000,2000,45808,1246.68,440251,FEMALE,PhD,priv-house-serv,movies,own-child,28-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,0,1,53100,5900,41300,Suburu,Impreza,Commercial,Urban,2006
76,24,700074,06-06-2011,OH,250/500,1000,70408,1622.67,600313,FEMALE,MD,priv-house-serv,paintball,husband,18-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,1,1,74700,14940,52290,Suburu,Forrestor,Commercial,Rural,1997
105,28,866805,13-12-1995,OH,250/500,500,70408,1082.36,452216,FEMALE,Associate,prof-specialty,golf,own-child,24-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Riverwood,2,2,60500,12100,42350,Audi,A5,Commercial,Urban,1995
97,26,951863,28-10-1997,OH,250/500,1000,110353,1270.55,478532,MALE,Masters,protective-serv,chess,unmarried,20-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,Riverwood,2,3,84920,7720,61760,Jeep,Wrangler,Private,Urban,2006
148,36,211578,04-01-1996,IL,500/1000,1000,0,1236.32,616929,FEMALE,MD,adm-clerical,hiking,own-child,10-01-2015,Single Vehicle Collision,Side Collision,Total Loss,PA,Northbrook,2,0,61050,5550,44400,Dodge,Neon,Private,Rural,2009
77,26,357394,09-05-2008,IL,250/500,2000,19894,785.82,620207,MALE,JD,exec-managerial,movies,other-relative,07-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,2,0,69080,12560,50240,Audi,A5,Commercial,Urban,2009
295,46,863749,05-12-2009,IN,250/500,500,114322,1265.84,605743,FEMALE,JD,prof-specialty,paintball,own-child,16-01-2015,Vehicle Theft,Others,Minor Damage,VA,Arlington,1,3,4560,760,3420,Nissan,Pathfinder,Commercial,Urban,2007
126,28,596914,05-01-1992,IN,250/500,500,0,1508.9,472814,FEMALE,JD,machine-op-inspct,skydiving,other-relative,01-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,0,1,67800,11300,45200,Ford,F150,Private,Urban,2011
132,32,684653,15-11-1997,OH,250/500,2000,7024,1106.84,464362,MALE,PhD,other-service,reading,wife,07-01-2015,Vehicle Theft,Others,Minor Damage,SC,Riverwood,1,1,5600,1120,3920,Suburu,Legacy,Commercial,Rural,2005
370,55,528259,22-12-2012,IN,500/1000,2000,39156,1389.13,456203,MALE,JD,other-service,basketball,wife,17-02-2015,Vehicle Theft,Others,Minor Damage,NC,Northbrook,0,2,9000,900,6300,Mercedes,ML350,Private,Rural,2015
257,43,797636,19-05-1992,IN,100/300,1000,58617,974.84,468984,FEMALE,JD,transport-moving,kayaking,other-relative,26-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,VA,Northbend,0,1,85320,21330,56880,Nissan,Pathfinder,Private,Rural,2006
9,24,326180,25-05-2002,IL,100/300,2000,70565,1304.46,473349,FEMALE,PhD,machine-op-inspct,golf,other-relative,31-01-2015,Vehicle Theft,Others,Trivial Damage,NC,Arlington,0,3,5940,540,4320,Audi,A5,Private,Urban,2001
185,34,620075,21-04-2010,OH,250/500,500,70565,1257.36,474771,FEMALE,PhD,armed-forces,movies,husband,27-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Arlington,1,1,51370,9340,37360,BMW,M5,Private,Urban,2000
234,43,965187,26-03-1990,OH,250/500,500,46780,1257.04,448294,MALE,Associate,protective-serv,reading,own-child,01-03-2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,2,2,51600,10320,36120,Dodge,Neon,Commercial,Urban,2011
253,44,516182,12-05-2007,OH,100/300,2000,86321,719.52,606606,FEMALE,High School,farming-fishing,golf,own-child,13-02-2015,Parked Car,Others,Trivial Damage,SC,Arlington,0,3,5400,600,4200,Chevrolet,Malibu,Commercial,Urban,1998
233,39,728839,02-01-2001,OH,500/1000,2000,86321,1524.18,605220,MALE,JD,craft-repair,reading,unmarried,08-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,1,0,48870,5430,38010,Saab,95,Private,Urban,1999
274,44,771509,10-08-2006,IN,500/1000,500,86321,1395.58,466612,FEMALE,JD,tech-support,reading,husband,05-02-2015,Vehicle Theft,Others,Minor Damage,WV,Springfield,2,1,5590,860,3870,BMW,X5,Commercial,Urban,2000
297,48,264221,28-07-2014,IL,500/1000,1000,30863,1243.68,463331,MALE,Masters,protective-serv,camping,wife,20-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Springfield,0,2,54960,6870,48090,Toyota,Corolla,Commercial,Rural,2002
273,47,602704,27-09-2011,OH,500/1000,1000,67171,1189.04,457843,FEMALE,Associate,prof-specialty,video-games,own-child,24-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,1,3,39800,7960,27860,Jeep,Wrangler,Private,Urban,2014
147,37,672416,20-04-2013,IN,500/1000,2000,21124,1375.29,609226,FEMALE,Masters,armed-forces,chess,own-child,31-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,0,1,56160,6240,43680,Ford,Fusion,Private,Urban,2015
285,42,545506,20-03-1991,IN,100/300,500,19296,1389.13,452942,MALE,Associate,priv-house-serv,golf,not-in-family,23-01-2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,0,3,52700,5270,36890,Toyota,Corolla,Private,Urban,2005
289,43,777533,21-12-2002,OH,500/1000,1000,9981,1387.51,609390,FEMALE,Associate,sales,base-jumping,not-in-family,11-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,1,3,68580,7620,53340,Jeep,Wrangler,Private,Urban,2010
427,60,953334,03-12-2005,IN,100/300,1000,71121,1178.61,446608,MALE,MD,craft-repair,board-games,own-child,20-02-2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,1,2,90860,12980,58410,Volkswagen,Jetta,Commercial,Rural,2004
380,53,369781,25-05-2011,IL,250/500,2000,74546,1166.62,602500,MALE,Associate,priv-house-serv,bungie-jumping,wife,24-02-2015,Parked Car,Others,Trivial Damage,NC,Northbend,0,3,5700,570,4560,Saab,93,Commercial,Urban,2001
13,21,990998,18-10-2006,IN,100/300,1000,102981,1556.31,463809,MALE,Associate,prof-specialty,golf,not-in-family,19-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Hillsdale,2,0,94930,8630,77670,Accura,RSX,Private,Rural,2014
